match_id,season,team,player,runs,balls,fours,sixes,out
9,2018,Royal Challengers Bengaluru,Faf du Plessis,41,29,3,1,True
9,2018,Royal Challengers Bengaluru,Glenn Maxwell,23,12,2,0,True
9,2018,Royal Challengers Bengaluru,Rajat Patidar,22,23,1,0,True
9,2018,Royal Challengers Bengaluru,Cameron Green,26,15,2,0,False
9,2018,Royal Challengers Bengaluru,Vivek Chauhan,34,27,2,0,False
9,2018,Royal Challengers Bengaluru,Sameer Iyer,34,26,3,1,True
9,2018,Royal Challengers Bengaluru,Abhishek Suresh,34,32,3,1,True
9,2018,Gujarat Titans,Shubman Gill,62,30,4,1,True
9,2018,Gujarat Titans,Sai Sudharsan,8,18,0,0,False
9,2018,Gujarat Titans,David Miller,18,7,1,0,True
9,2018,Gujarat Titans,Rahul Tewatia,6,15,0,0,False
9,2018,Gujarat Titans,Harsh Rao,31,17,1,1,False
9,2018,Gujarat Titans,Karan Chatterjee,27,23,2,1,True
9,2018,Gujarat Titans,Sameer Malhotra,30,28,2,1,True
9,2018,Gujarat Titans,Sameer Dubey,12,20,1,0,True
10,2018,Chennai Super Kings,MS Dhoni,27,21,2,0,True
10,2018,Chennai Super Kings,Ruturaj Gaikwad,45,25,3,2,True
10,2018,Chennai Super Kings,Shivam Dube,15,15,1,0,True
10,2018,Chennai Super Kings,Moeen Ali,10,4,0,0,False
10,2018,Chennai Super Kings,Kabir Pillai,37,27,4,1,True
10,2018,Chennai Super Kings,Varun Saxena,25,16,1,1,True
10,2018,Chennai Super Kings,Pranav Bhatt,14,6,1,0,True
10,2018,Delhi Capitals,Rishabh Pant,39,23,3,1,True
10,2018,Delhi Capitals,Axar Patel,23,22,1,0,False
10,2018,Delhi Capitals,Mitchell Marsh,0,3,0,0,False
10,2018,Delhi Capitals,Tristan Stubbs,23,18,1,0,True
10,2018,Delhi Capitals,Abishek Porel,40,33,3,1,True
10,2018,Delhi Capitals,Manish Trivedi,8,15,0,0,False
10,2018,Delhi Capitals,Sameer Nair,8,12,0,0,False
10,2018,Delhi Capitals,Kabir Bose,29,23,2,1,True
11,2018,Kolkata Knight Riders,Shreyas Iyer,35,37,2,1,True
11,2018,Kolkata Knight Riders,Andre Russell,41,27,3,1,True
11,2018,Kolkata Knight Riders,Sunil Narine,34,20,2,1,True
11,2018,Kolkata Knight Riders,Rinku Singh,49,23,4,1,False
11,2018,Kolkata Knight Riders,Venkatesh Iyer,29,18,3,1,True
11,2018,Kolkata Knight Riders,Anand Nair,40,25,3,1,False
11,2018,Kolkata Knight Riders,Dev Kulkarni,65,50,4,2,False
11,2018,Kolkata Knight Riders,Arjun Kapoor,25,19,2,0,False
11,2018,Sunrisers Hyderabad,Heinrich Klaasen,39,25,3,1,True
11,2018,Sunrisers Hyderabad,Abhishek Sharma,31,18,2,1,True
11,2018,Sunrisers Hyderabad,Travis Head,45,51,3,1,True
11,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,19,15,1,0,True
11,2018,Sunrisers Hyderabad,Aman Pillai,47,24,4,1,False
11,2018,Sunrisers Hyderabad,Dev Malhotra,5,5,0,0,True
11,2018,Sunrisers Hyderabad,Anand Thakur,26,30,1,0,True
11,2018,Sunrisers Hyderabad,Karthik Verma,26,21,2,0,False
12,2018,Chennai Super Kings,MS Dhoni,39,35,3,1,True
12,2018,Chennai Super Kings,Ravindra Jadeja,10,6,0,0,False
12,2018,Chennai Super Kings,Ruturaj Gaikwad,19,15,1,0,True
12,2018,Chennai Super Kings,Shivam Dube,11,15,0,0,True
12,2018,Chennai Super Kings,Moeen Ali,12,27,0,0,True
12,2018,Chennai Super Kings,Kabir Pillai,4,3,0,0,True
12,2018,Chennai Super Kings,Varun Saxena,58,27,5,1,True
12,2018,Chennai Super Kings,Pranav Bhatt,42,29,4,1,False
12,2018,Gujarat Titans,Shubman Gill,16,15,1,0,True
12,2018,Gujarat Titans,Sai Sudharsan,23,19,1,0,False
12,2018,Gujarat Titans,David Miller,41,26,3,1,True
12,2018,Gujarat Titans,Rahul Tewatia,30,21,2,1,True
12,2018,Gujarat Titans,Harsh Rao,55,35,4,1,False
12,2018,Gujarat Titans,Karan Chatterjee,60,38,6,1,True
12,2018,Gujarat Titans,Sameer Malhotra,29,23,3,0,False
12,2018,Gujarat Titans,Sameer Dubey,49,31,3,1,True
13,2018,Delhi Capitals,Rishabh Pant,1,6,0,0,True
13,2018,Delhi Capitals,Axar Patel,12,11,1,0,False
13,2018,Delhi Capitals,Mitchell Marsh,11,9,0,0,True
13,2018,Delhi Capitals,Tristan Stubbs,9,14,0,0,True
13,2018,Delhi Capitals,Abishek Porel,23,15,2,0,True
13,2018,Delhi Capitals,Manish Trivedi,48,38,3,1,False
13,2018,Delhi Capitals,Sameer Nair,27,23,2,1,True
13,2018,Delhi Capitals,Kabir Bose,15,20,1,0,False
13,2018,Gujarat Titans,Shubman Gill,27,24,1,1,True
13,2018,Gujarat Titans,Sai Sudharsan,30,19,3,0,True
13,2018,Gujarat Titans,David Miller,29,28,2,1,True
13,2018,Gujarat Titans,Harsh Rao,0,4,0,0,True
13,2018,Gujarat Titans,Karan Chatterjee,29,15,2,1,False
13,2018,Gujarat Titans,Sameer Malhotra,31,19,3,1,True
13,2018,Gujarat Titans,Sameer Dubey,35,25,3,1,False
14,2018,Kolkata Knight Riders,Shreyas Iyer,61,42,5,2,True
14,2018,Kolkata Knight Riders,Andre Russell,44,29,4,1,True
14,2018,Kolkata Knight Riders,Sunil Narine,0,9,0,0,False
14,2018,Kolkata Knight Riders,Rinku Singh,41,27,4,1,True
14,2018,Kolkata Knight Riders,Venkatesh Iyer,42,38,3,1,False
14,2018,Kolkata Knight Riders,Anand Nair,0,2,0,0,False
14,2018,Kolkata Knight Riders,Dev Kulkarni,54,38,5,1,False
14,2018,Kolkata Knight Riders,Arjun Kapoor,21,13,1,0,True
14,2018,Gujarat Titans,Shubman Gill,49,29,4,1,True
14,2018,Gujarat Titans,Sai Sudharsan,31,13,2,1,False
14,2018,Gujarat Titans,David Miller,45,26,4,1,False
14,2018,Gujarat Titans,Rahul Tewatia,45,24,3,2,False
14,2018,Gujarat Titans,Harsh Rao,26,15,2,0,True
14,2018,Gujarat Titans,Karan Chatterjee,50,37,3,1,False
14,2018,Gujarat Titans,Sameer Malhotra,21,21,1,0,True
14,2018,Gujarat Titans,Sameer Dubey,13,19,1,0,False
15,2018,Mumbai Indians,Rohit Sharma,22,19,2,0,True
15,2018,Mumbai Indians,Suryakumar Yadav,45,30,3,1,True
15,2018,Mumbai Indians,Hardik Pandya,33,33,3,0,False
15,2018,Mumbai Indians,Ishan Kishan,28,33,2,1,True
15,2018,Mumbai Indians,Tilak Varma,24,36,1,1,False
15,2018,Mumbai Indians,Dev Rao,51,31,4,2,False
15,2018,Mumbai Indians,Karan Kapoor,41,31,4,1,True
15,2018,Mumbai Indians,Varun Nair,19,22,1,0,True
15,2018,Rajasthan Royals,Sanju Samson,23,22,2,0,True
15,2018,Rajasthan Royals,Yashasvi Jaiswal,38,33,3,1,True
15,2018,Rajasthan Royals,Jos Buttler,14,17,1,0,True
15,2018,Rajasthan Royals,Riyan Parag,20,6,1,0,True
15,2018,Rajasthan Royals,Dhruv Jurel,36,13,3,0,True
15,2018,Rajasthan Royals,Kabir Ghosh,23,15,2,0,True
15,2018,Rajasthan Royals,Yash Suresh,34,21,2,1,True
15,2018,Rajasthan Royals,Rahul Mehta,42,34,3,1,True
16,2018,Rajasthan Royals,Sanju Samson,25,24,1,0,True
16,2018,Rajasthan Royals,Yashasvi Jaiswal,18,17,1,0,True
16,2018,Rajasthan Royals,Jos Buttler,18,8,1,0,True
16,2018,Rajasthan Royals,Riyan Parag,27,24,1,1,True
16,2018,Rajasthan Royals,Dhruv Jurel,3,6,0,0,True
16,2018,Rajasthan Royals,Kabir Ghosh,41,28,2,2,True
16,2018,Rajasthan Royals,Yash Suresh,37,21,4,1,True
16,2018,Rajasthan Royals,Rahul Mehta,27,17,2,0,True
16,2018,Gujarat Titans,Shubman Gill,45,37,5,1,True
16,2018,Gujarat Titans,Sai Sudharsan,11,20,1,0,True
16,2018,Gujarat Titans,David Miller,17,12,1,0,True
16,2018,Gujarat Titans,Harsh Rao,3,16,0,0,True
16,2018,Gujarat Titans,Karan Chatterjee,24,18,2,0,False
16,2018,Gujarat Titans,Sameer Malhotra,48,34,4,1,False
16,2018,Gujarat Titans,Sameer Dubey,27,20,1,0,False
17,2018,Kolkata Knight Riders,Shreyas Iyer,35,19,2,1,True
17,2018,Kolkata Knight Riders,Andre Russell,35,16,2,1,False
17,2018,Kolkata Knight Riders,Sunil Narine,6,6,0,0,True
17,2018,Kolkata Knight Riders,Rinku Singh,39,28,4,1,True
17,2018,Kolkata Knight Riders,Venkatesh Iyer,25,21,1,1,True
17,2018,Kolkata Knight Riders,Anand Nair,65,43,6,2,False
17,2018,Kolkata Knight Riders,Dev Kulkarni,27,24,2,1,True
17,2018,Kolkata Knight Riders,Arjun Kapoor,34,22,3,1,True
17,2018,Rajasthan Royals,Sanju Samson,64,37,4,2,True
17,2018,Rajasthan Royals,Yashasvi Jaiswal,71,39,6,2,True
17,2018,Rajasthan Royals,Jos Buttler,66,46,7,2,False
17,2018,Rajasthan Royals,Riyan Parag,0,2,0,0,True
17,2018,Rajasthan Royals,Dhruv Jurel,51,30,5,2,True
17,2018,Rajasthan Royals,Kabir Ghosh,29,17,3,1,False
17,2018,Rajasthan Royals,Yash Suresh,14,2,0,0,True
17,2018,Rajasthan Royals,Rahul Mehta,23,23,2,1,True
18,2018,Delhi Capitals,Rishabh Pant,14,6,1,0,True
18,2018,Delhi Capitals,Axar Patel,20,12,2,0,True
18,2018,Delhi Capitals,Mitchell Marsh,37,27,2,1,True
18,2018,Delhi Capitals,Tristan Stubbs,14,12,1,0,True
18,2018,Delhi Capitals,Abishek Porel,35,18,2,1,False
18,2018,Delhi Capitals,Manish Trivedi,19,24,1,0,False
18,2018,Delhi Capitals,Sameer Nair,49,31,3,1,True
18,2018,Delhi Capitals,Kabir Bose,15,10,1,0,True
18,2018,Lucknow Super Giants,Nicholas Pooran,40,28,4,1,False
18,2018,Lucknow Super Giants,Ayush Badoni,16,16,1,0,True
18,2018,Lucknow Super Giants,Marcus Stoinis,56,28,3,2,True
18,2018,Lucknow Super Giants,Quinton de Kock,26,21,1,1,False
18,2018,Lucknow Super Giants,Nikhil Ghosh,51,35,4,1,True
18,2018,Lucknow Super Giants,Nikhil Reddy,34,11,3,0,True
18,2018,Lucknow Super Giants,Rohan Pillai,29,17,2,0,False
18,2018,Lucknow Super Giants,Varun Bhatt,9,14,0,0,True
19,2018,Gujarat Titans,Shubman Gill,81,45,8,3,True
19,2018,Gujarat Titans,Sai Sudharsan,23,25,1,1,True
19,2018,Gujarat Titans,David Miller,27,29,2,0,False
19,2018,Gujarat Titans,Rahul Tewatia,27,13,2,0,False
19,2018,Gujarat Titans,Harsh Rao,42,34,2,1,True
19,2018,Gujarat Titans,Karan Chatterjee,22,14,1,1,True
19,2018,Gujarat Titans,Sameer Malhotra,10,9,0,0,True
19,2018,Gujarat Titans,Sameer Dubey,18,14,1,0,True
19,2018,Lucknow Super Giants,Nicholas Pooran,3,18,0,0,False
19,2018,Lucknow Super Giants,Ayush Badoni,42,34,2,1,True
19,2018,Lucknow Super Giants,Marcus Stoinis,18,27,1,0,True
19,2018,Lucknow Super Giants,Quinton de Kock,21,17,1,0,True
19,2018,Lucknow Super Giants,Nikhil Ghosh,13,13,0,0,False
19,2018,Lucknow Super Giants,Nikhil Reddy,21,12,1,0,True
19,2018,Lucknow Super Giants,Rohan Pillai,48,23,3,2,False
19,2018,Lucknow Super Giants,Varun Bhatt,33,28,2,1,True
20,2018,Punjab Kings,Shikhar Dhawan,21,18,1,0,True
20,2018,Punjab Kings,Liam Livingstone,1,8,0,0,True
20,2018,Punjab Kings,Sam Curran,12,19,1,0,True
20,2018,Punjab Kings,Jitesh Sharma,22,17,2,1,True
20,2018,Punjab Kings,Prabhsimran Singh,39,26,2,1,False
20,2018,Punjab Kings,Ajay Joshi,14,18,1,0,True
20,2018,Punjab Kings,Varun Menon,15,7,1,0,False
20,2018,Punjab Kings,Deepak Chauhan,32,18,2,1,False
20,2018,Rajasthan Royals,Sanju Samson,28,10,2,1,True
20,2018,Rajasthan Royals,Yashasvi Jaiswal,3,22,0,0,True
20,2018,Rajasthan Royals,Jos Buttler,40,24,3,1,True
20,2018,Rajasthan Royals,Riyan Parag,17,16,1,0,True
20,2018,Rajasthan Royals,Dhruv Jurel,54,28,6,2,False
20,2018,Rajasthan Royals,Kabir Ghosh,30,24,2,1,True
20,2018,Rajasthan Royals,Yash Suresh,73,42,6,2,True
20,2018,Rajasthan Royals,Rahul Mehta,33,20,2,0,True
21,2018,Mumbai Indians,Rohit Sharma,28,21,2,1,False
21,2018,Mumbai Indians,Suryakumar Yadav,40,25,3,1,True
21,2018,Mumbai Indians,Hardik Pandya,19,23,2,0,False
21,2018,Mumbai Indians,Ishan Kishan,37,26,2,1,True
21,2018,Mumbai Indians,Tilak Varma,19,16,1,0,True
21,2018,Mumbai Indians,Dev Rao,10,21,1,0,True
21,2018,Mumbai Indians,Karan Kapoor,54,36,5,2,True
21,2018,Mumbai Indians,Varun Nair,32,26,2,1,True
21,2018,Sunrisers Hyderabad,Heinrich Klaasen,37,20,4,1,True
21,2018,Sunrisers Hyderabad,Abhishek Sharma,24,15,1,1,True
21,2018,Sunrisers Hyderabad,Travis Head,34,21,2,0,False
21,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,17,5,1,0,True
21,2018,Sunrisers Hyderabad,Aman Pillai,39,22,2,1,True
21,2018,Sunrisers Hyderabad,Dev Malhotra,11,22,1,0,True
21,2018,Sunrisers Hyderabad,Anand Thakur,31,10,2,1,True
21,2018,Sunrisers Hyderabad,Karthik Verma,50,43,3,2,False
22,2018,Chennai Super Kings,MS Dhoni,20,21,2,0,False
22,2018,Chennai Super Kings,Ravindra Jadeja,2,2,0,0,True
22,2018,Chennai Super Kings,Ruturaj Gaikwad,57,37,4,2,False
22,2018,Chennai Super Kings,Shivam Dube,43,26,4,1,True
22,2018,Chennai Super Kings,Moeen Ali,10,8,0,0,True
22,2018,Chennai Super Kings,Kabir Pillai,21,21,1,0,True
22,2018,Chennai Super Kings,Varun Saxena,45,28,5,1,True
22,2018,Chennai Super Kings,Pranav Bhatt,4,7,0,0,True
22,2018,Sunrisers Hyderabad,Heinrich Klaasen,21,24,2,0,False
22,2018,Sunrisers Hyderabad,Abhishek Sharma,85,49,8,4,True
22,2018,Sunrisers Hyderabad,Travis Head,37,36,3,1,False
22,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,13,17,0,0,True
22,2018,Sunrisers Hyderabad,Aman Pillai,22,16,2,0,True
22,2018,Sunrisers Hyderabad,Dev Malhotra,22,21,1,0,True
22,2018,Sunrisers Hyderabad,Anand Thakur,38,27,4,1,True
22,2018,Sunrisers Hyderabad,Karthik Verma,37,22,3,1,True
23,2018,Rajasthan Royals,Sanju Samson,20,14,1,0,True
23,2018,Rajasthan Royals,Yashasvi Jaiswal,15,4,1,0,True
23,2018,Rajasthan Royals,Jos Buttler,35,23,2,1,False
23,2018,Rajasthan Royals,Riyan Parag,24,25,2,1,False
23,2018,Rajasthan Royals,Dhruv Jurel,22,22,1,0,False
23,2018,Rajasthan Royals,Yash Suresh,19,15,1,0,False
23,2018,Rajasthan Royals,Rahul Mehta,32,18,3,1,True
23,2018,Sunrisers Hyderabad,Heinrich Klaasen,57,39,6,1,True
23,2018,Sunrisers Hyderabad,Abhishek Sharma,32,20,3,1,True
23,2018,Sunrisers Hyderabad,Travis Head,21,13,1,0,True
23,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,27,23,2,1,True
23,2018,Sunrisers Hyderabad,Aman Pillai,35,20,2,1,True
23,2018,Sunrisers Hyderabad,Dev Malhotra,42,32,3,1,True
23,2018,Sunrisers Hyderabad,Anand Thakur,14,24,1,0,True
23,2018,Sunrisers Hyderabad,Karthik Verma,6,11,0,0,False
24,2018,Royal Challengers Bengaluru,Virat Kohli,71,39,4,2,False
24,2018,Royal Challengers Bengaluru,Faf du Plessis,38,25,2,1,True
24,2018,Royal Challengers Bengaluru,Glenn Maxwell,33,18,3,1,True
24,2018,Royal Challengers Bengaluru,Rajat Patidar,20,12,2,0,True
24,2018,Royal Challengers Bengaluru,Cameron Green,42,29,3,1,True
24,2018,Royal Challengers Bengaluru,Vivek Chauhan,32,15,2,1,True
24,2018,Royal Challengers Bengaluru,Sameer Iyer,23,22,1,0,True
24,2018,Royal Challengers Bengaluru,Abhishek Suresh,15,23,1,0,True
24,2018,Punjab Kings,Shikhar Dhawan,62,36,6,2,False
24,2018,Punjab Kings,Liam Livingstone,4,8,0,0,False
24,2018,Punjab Kings,Sam Curran,28,20,2,0,True
24,2018,Punjab Kings,Jitesh Sharma,47,30,3,1,True
24,2018,Punjab Kings,Prabhsimran Singh,9,15,0,0,True
24,2018,Punjab Kings,Ajay Joshi,27,26,2,0,True
24,2018,Punjab Kings,Varun Menon,31,28,2,0,True
24,2018,Punjab Kings,Deepak Chauhan,58,26,6,1,True
25,2018,Kolkata Knight Riders,Shreyas Iyer,27,17,2,1,True
25,2018,Kolkata Knight Riders,Andre Russell,35,25,3,0,True
25,2018,Kolkata Knight Riders,Sunil Narine,18,11,1,0,True
25,2018,Kolkata Knight Riders,Rinku Singh,0,1,0,0,False
25,2018,Kolkata Knight Riders,Venkatesh Iyer,3,9,0,0,True
25,2018,Kolkata Knight Riders,Anand Nair,40,32,3,1,True
25,2018,Kolkata Knight Riders,Dev Kulkarni,13,6,0,0,True
25,2018,Kolkata Knight Riders,Arjun Kapoor,1,11,0,0,True
25,2018,Punjab Kings,Shikhar Dhawan,32,21,2,0,True
25,2018,Punjab Kings,Liam Livingstone,31,25,3,1,True
25,2018,Punjab Kings,Sam Curran,32,23,3,1,True
25,2018,Punjab Kings,Jitesh Sharma,34,33,3,0,False
25,2018,Punjab Kings,Prabhsimran Singh,38,26,3,1,True
25,2018,Punjab Kings,Ajay Joshi,14,13,1,0,False
25,2018,Punjab Kings,Varun Menon,19,11,1,0,True
25,2018,Punjab Kings,Deepak Chauhan,77,57,8,2,True
26,2018,Mumbai Indians,Rohit Sharma,43,29,4,1,True
26,2018,Mumbai Indians,Suryakumar Yadav,0,2,0,0,False
26,2018,Mumbai Indians,Hardik Pandya,40,31,3,1,False
26,2018,Mumbai Indians,Ishan Kishan,36,23,2,1,True
26,2018,Mumbai Indians,Tilak Varma,62,37,6,2,False
26,2018,Mumbai Indians,Dev Rao,36,23,2,1,True
26,2018,Mumbai Indians,Karan Kapoor,58,42,3,2,True
26,2018,Mumbai Indians,Varun Nair,55,32,3,1,True
26,2018,Punjab Kings,Shikhar Dhawan,32,29,3,1,False
26,2018,Punjab Kings,Liam Livingstone,27,17,1,0,True
26,2018,Punjab Kings,Sam Curran,4,13,0,0,True
26,2018,Punjab Kings,Jitesh Sharma,53,34,5,2,False
