match_id,season,team,player,overs,runs_conceded,wickets
10,2018,Delhi Capitals,Ishant Sharma,2.3,16,2
10,2018,Delhi Capitals,Rahul Sinha,2.0,10,4
10,2018,Delhi Capitals,Siddharth Iyer,4.0,20,1
11,2018,Kolkata Knight Riders,Andre Russell,2.0,20,0
11,2018,Kolkata Knight Riders,Sunil Narine,3.4,31,0
11,2018,Kolkata Knight Riders,Varun Chakravarthy,3.0,26,0
11,2018,Kolkata Knight Riders,Venkatesh Iyer,3.0,24,1
11,2018,Kolkata Knight Riders,Mitchell Starc,3.0,17,2
11,2018,Kolkata Knight Riders,Pranav Chauhan,4.0,28,2
11,2018,Sunrisers Hyderabad,Pat Cummins,1.1,7,0
11,2018,Sunrisers Hyderabad,Bhuvneshwar Kumar,2.9,22,0
11,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,3.0,33,0
11,2018,Sunrisers Hyderabad,T Natarajan,3.0,20,0
11,2018,Sunrisers Hyderabad,Aman Pillai,4.0,42,1
11,2018,Sunrisers Hyderabad,Karthik Kulkarni,2.0,15,0
12,2018,Chennai Super Kings,Ravindra Jadeja,1.8,12,0
12,2018,Chennai Super Kings,Deepak Chahar,4.0,32,1
12,2018,Chennai Super Kings,Shivam Dube,3.0,18,0
12,2018,Chennai Super Kings,Matheesha Pathirana,4.0,29,0
12,2018,Chennai Super Kings,Moeen Ali,3.0,19,0
12,2018,Chennai Super Kings,Sanjay Chauhan,4.0,38,0
12,2018,Gujarat Titans,Rashid Khan,3.0,15,2
12,2018,Gujarat Titans,Mohammed Shami,2.0,13,0
12,2018,Gujarat Titans,Rahul Tewatia,3.2,29,1
12,2018,Gujarat Titans,Gerald Coetzee,2.0,13,2
12,2018,Gujarat Titans,Rahul Desai,4.0,23,1
12,2018,Gujarat Titans,Rahul Mishra,2.8,22,0
13,2018,Delhi Capitals,Axar Patel,4.0,32,0
13,2018,Delhi Capitals,Kuldeep Yadav,2.0,18,0
13,2018,Delhi Capitals,Mitchell Marsh,3.0,24,3
13,2018,Delhi Capitals,Ishant Sharma,3.0,16,0
13,2018,Delhi Capitals,Rahul Sinha,2.0,16,3
13,2018,Delhi Capitals,Siddharth Iyer,3.0,27,0
13,2018,Gujarat Titans,Rashid Khan,4.0,31,1
13,2018,Gujarat Titans,Mohammed Shami,2.0,15,1
13,2018,Gujarat Titans,Rahul Tewatia,4.0,28,0
13,2018,Gujarat Titans,Gerald Coetzee,2.0,14,1
13,2018,Gujarat Titans,Rahul Desai,4.0,38,0
13,2018,Gujarat Titans,Rahul Mishra,2.0,20,0
14,2018,Kolkata Knight Riders,Andre Russell,4.0,28,2
14,2018,Kolkata Knight Riders,Sunil Narine,1.5,10,0
14,2018,Kolkata Knight Riders,Varun Chakravarthy,3.0,16,0
14,2018,Kolkata Knight Riders,Venkatesh Iyer,2.0,13,0
14,2018,Kolkata Knight Riders,Mitchell Starc,4.0,36,0
14,2018,Kolkata Knight Riders,Pranav Chauhan,4.0,23,0
14,2018,Gujarat Titans,Rashid Khan,4.0,20,1
14,2018,Gujarat Titans,Mohammed Shami,3.0,29,0
14,2018,Gujarat Titans,Rahul Tewatia,4.0,50,0
14,2018,Gujarat Titans,Gerald Coetzee,4.0,36,0
14,2018,Gujarat Titans,Rahul Desai,2.0,11,0
14,2018,Gujarat Titans,Rahul Mishra,3.0,23,0
15,2018,Mumbai Indians,Jasprit Bumrah,3.9,23,0
15,2018,Mumbai Indians,Hardik Pandya,3.0,21,1
15,2018,Mumbai Indians,Piyush Chawla,4.0,33,2
15,2018,Mumbai Indians,Aman Verma,3.0,19,1
15,2018,Mumbai Indians,Dev Rao,3.0,27,1
15,2018,Mumbai Indians,Aryan Pillai,3.0,15,0
15,2018,Rajasthan Royals,Riyan Parag,3.0,30,0
15,2018,Rajasthan Royals,Yuzvendra Chahal,3.0,20,0
15,2018,Rajasthan Royals,Trent Boult,2.0,19,1
15,2018,Rajasthan Royals,Gaurav Dubey,3.0,26,1
15,2018,Rajasthan Royals,Ajay Dubey,4.0,31,0
15,2018,Rajasthan Royals,Karan Joshi,3.0,19,0
16,2018,Rajasthan Royals,Riyan Parag,3.0,21,0
16,2018,Rajasthan Royals,Yuzvendra Chahal,2.0,10,0
16,2018,Rajasthan Royals,Trent Boult,2.0,9,0
16,2018,Rajasthan Royals,Gaurav Dubey,2.0,13,2
16,2018,Rajasthan Royals,Ajay Dubey,3.0,14,1
16,2018,Rajasthan Royals,Karan Joshi,2.0,13,1
16,2018,Gujarat Titans,Rashid Khan,4.0,41,1
16,2018,Gujarat Titans,Mohammed Shami,4.0,34,0
16,2018,Gujarat Titans,Rahul Tewatia,2.0,12,1
16,2018,Gujarat Titans,Gerald Coetzee,2.0,16,1
16,2018,Gujarat Titans,Rahul Desai,2.0,12,0
16,2018,Gujarat Titans,Rahul Mishra,1.3,11,1
17,2018,Kolkata Knight Riders,Andre Russell,3.0,26,0
17,2018,Kolkata Knight Riders,Sunil Narine,1.9,15,1
17,2018,Kolkata Knight Riders,Varun Chakravarthy,2.0,18,1
17,2018,Kolkata Knight Riders,Venkatesh Iyer,4.0,34,0
17,2018,Kolkata Knight Riders,Mitchell Starc,4.0,31,0
17,2018,Kolkata Knight Riders,Pranav Chauhan,2.0,10,0
17,2018,Rajasthan Royals,Riyan Parag,2.0,14,3
17,2018,Rajasthan Royals,Yuzvendra Chahal,2.0,11,0
17,2018,Rajasthan Royals,Trent Boult,4.0,29,2
17,2018,Rajasthan Royals,Gaurav Dubey,2.0,13,0
17,2018,Rajasthan Royals,Ajay Dubey,4.0,42,0
17,2018,Rajasthan Royals,Karan Joshi,3.0,13,1
18,2018,Delhi Capitals,Axar Patel,4.0,33,0
18,2018,Delhi Capitals,Kuldeep Yadav,2.7,19,0
18,2018,Delhi Capitals,Mitchell Marsh,2.0,11,0
18,2018,Delhi Capitals,Ishant Sharma,4.0,32,0
18,2018,Delhi Capitals,Rahul Sinha,2.0,15,0
18,2018,Delhi Capitals,Siddharth Iyer,2.0,13,1
18,2018,Lucknow Super Giants,Mayank Yadav,1.4,12,1
18,2018,Lucknow Super Giants,Ravi Bishnoi,4.0,24,2
18,2018,Lucknow Super Giants,Marcus Stoinis,4.0,30,0
18,2018,Lucknow Super Giants,Mohsin Khan,3.0,23,0
18,2018,Lucknow Super Giants,Nikhil Ghosh,3.0,21,1
18,2018,Lucknow Super Giants,Nikhil Reddy,2.0,12,0
19,2018,Gujarat Titans,Rashid Khan,3.0,21,1
19,2018,Gujarat Titans,Mohammed Shami,1.1,6,2
19,2018,Gujarat Titans,Rahul Tewatia,4.0,30,1
19,2018,Gujarat Titans,Gerald Coetzee,2.0,17,0
19,2018,Gujarat Titans,Rahul Desai,3.6,20,0
19,2018,Gujarat Titans,Rahul Mishra,4.0,18,1
19,2018,Lucknow Super Giants,Mayank Yadav,3.0,19,0
19,2018,Lucknow Super Giants,Ravi Bishnoi,3.0,13,1
19,2018,Lucknow Super Giants,Marcus Stoinis,2.0,22,2
19,2018,Lucknow Super Giants,Mohsin Khan,2.0,14,0
19,2018,Lucknow Super Giants,Nikhil Ghosh,3.0,19,2
19,2018,Lucknow Super Giants,Nikhil Reddy,3.5,23,1
20,2018,Punjab Kings,Arshdeep Singh,3.0,24,0
20,2018,Punjab Kings,Liam Livingstone,4.0,34,0
20,2018,Punjab Kings,Sam Curran,2.6,22,0
20,2018,Punjab Kings,Kagiso Rabada,3.0,23,4
20,2018,Punjab Kings,Ajay Verma,3.0,13,2
20,2018,Punjab Kings,Dev Krishnan,2.0,12,0
20,2018,Rajasthan Royals,Riyan Parag,3.0,17,2
20,2018,Rajasthan Royals,Yuzvendra Chahal,3.0,26,0
20,2018,Rajasthan Royals,Trent Boult,1.6,13,2
20,2018,Rajasthan Royals,Gaurav Dubey,2.4,19,0
20,2018,Rajasthan Royals,Ajay Dubey,3.0,19,0
20,2018,Rajasthan Royals,Karan Joshi,2.0,14,2
21,2018,Mumbai Indians,Jasprit Bumrah,2.0,20,0
21,2018,Mumbai Indians,Hardik Pandya,2.0,15,0
21,2018,Mumbai Indians,Piyush Chawla,4.0,37,0
21,2018,Mumbai Indians,Aman Verma,3.0,28,0
21,2018,Mumbai Indians,Dev Rao,4.0,21,0
21,2018,Mumbai Indians,Aryan Pillai,2.0,16,0
21,2018,Sunrisers Hyderabad,Pat Cummins,4.0,24,0
21,2018,Sunrisers Hyderabad,Bhuvneshwar Kumar,1.7,14,1
21,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,2.0,15,1
21,2018,Sunrisers Hyderabad,T Natarajan,2.0,10,2
21,2018,Sunrisers Hyderabad,Aman Pillai,4.0,33,2
21,2018,Sunrisers Hyderabad,Karthik Kulkarni,4.0,32,2
22,2018,Chennai Super Kings,Ravindra Jadeja,2.0,26,1
22,2018,Chennai Super Kings,Deepak Chahar,4.0,24,0
22,2018,Chennai Super Kings,Shivam Dube,3.0,22,0
22,2018,Chennai Super Kings,Matheesha Pathirana,2.9,23,1
22,2018,Chennai Super Kings,Moeen Ali,3.0,15,0
22,2018,Chennai Super Kings,Sanjay Chauhan,4.0,25,1
22,2018,Sunrisers Hyderabad,Pat Cummins,4.0,33,1
22,2018,Sunrisers Hyderabad,Bhuvneshwar Kumar,2.0,13,1
22,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,3.0,15,0
22,2018,Sunrisers Hyderabad,T Natarajan,3.0,23,0
22,2018,Sunrisers Hyderabad,Aman Pillai,2.0,19,2
22,2018,Sunrisers Hyderabad,Karthik Kulkarni,4.0,24,0
23,2018,Rajasthan Royals,Riyan Parag,1.3,11,0
23,2018,Rajasthan Royals,Yuzvendra Chahal,2.0,10,0
23,2018,Rajasthan Royals,Trent Boult,3.0,22,0
23,2018,Rajasthan Royals,Gaurav Dubey,2.0,9,0
23,2018,Rajasthan Royals,Ajay Dubey,4.0,29,0
23,2018,Rajasthan Royals,Karan Joshi,2.0,14,0
23,2018,Sunrisers Hyderabad,Pat Cummins,3.0,16,1
23,2018,Sunrisers Hyderabad,Bhuvneshwar Kumar,2.0,9,0
23,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,2.0,11,4
23,2018,Sunrisers Hyderabad,T Natarajan,2.3,18,0
23,2018,Sunrisers Hyderabad,Aman Pillai,3.0,23,0
23,2018,Sunrisers Hyderabad,Karthik Kulkarni,4.0,20,1
24,2018,Royal Challengers Bengaluru,Glenn Maxwell,3.0,31,2
24,2018,Royal Challengers Bengaluru,Mohammed Siraj,4.0,40,2
24,2018,Royal Challengers Bengaluru,Cameron Green,4.0,44,2
24,2018,Royal Challengers Bengaluru,Yash Dayal,3.0,21,0
24,2018,Royal Challengers Bengaluru,Arjun Suresh,3.0,13,0
24,2018,Royal Challengers Bengaluru,Vikram Bose,4.0,32,2
24,2018,Punjab Kings,Arshdeep Singh,4.0,18,0
24,2018,Punjab Kings,Liam Livingstone,4.0,27,2
24,2018,Punjab Kings,Sam Curran,3.0,24,0
24,2018,Punjab Kings,Kagiso Rabada,2.0,13,0
24,2018,Punjab Kings,Ajay Verma,3.1,20,0
24,2018,Punjab Kings,Dev Krishnan,3.0,19,0
25,2018,Kolkata Knight Riders,Andre Russell,3.0,15,0
25,2018,Kolkata Knight Riders,Sunil Narine,2.0,17,0
25,2018,Kolkata Knight Riders,Varun Chakravarthy,2.0,15,2
25,2018,Kolkata Knight Riders,Venkatesh Iyer,2.0,18,0
25,2018,Kolkata Knight Riders,Mitchell Starc,1.8,8,2
25,2018,Kolkata Knight Riders,Pranav Chauhan,3.0,15,0
25,2018,Punjab Kings,Arshdeep Singh,4.0,35,1
25,2018,Punjab Kings,Liam Livingstone,3.0,20,2
25,2018,Punjab Kings,Sam Curran,1.6,14,0
25,2018,Punjab Kings,Kagiso Rabada,1.9,17,0
25,2018,Punjab Kings,Ajay Verma,4.0,44,0
25,2018,Punjab Kings,Dev Krishnan,1.5,9,0
26,2018,Mumbai Indians,Jasprit Bumrah,3.0,20,0
26,2018,Mumbai Indians,Hardik Pandya,2.0,10,0
26,2018,Mumbai Indians,Piyush Chawla,3.0,23,1
26,2018,Mumbai Indians,Aman Verma,4.0,39,0
26,2018,Mumbai Indians,Dev Rao,4.0,27,2
26,2018,Mumbai Indians,Aryan Pillai,3.0,20,0
26,2018,Punjab Kings,Arshdeep Singh,3.0,13,0
26,2018,Punjab Kings,Liam Livingstone,2.0,16,0
26,2018,Punjab Kings,Sam Curran,4.0,37,0
26,2018,Punjab Kings,Kagiso Rabada,3.0,37,1
26,2018,Punjab Kings,Ajay Verma,3.0,21,0
26,2018,Punjab Kings,Dev Krishnan,2.0,17,2
27,2018,Kolkata Knight Riders,Andre Russell,3.0,16,0
27,2018,Kolkata Knight Riders,Sunil Narine,3.0,27,2
27,2018,Kolkata Knight Riders,Varun Chakravarthy,2.0,16,0
27,2018,Kolkata Knight Riders,Venkatesh Iyer,2.5,16,0
27,2018,Kolkata Knight Riders,Mitchell Starc,1.8,9,0
27,2018,Kolkata Knight Riders,Pranav Chauhan,3.0,23,0
27,2018,Delhi Capitals,Axar Patel,3.0,20,1
27,2018,Delhi Capitals,Kuldeep Yadav,2.0,15,1
27,2018,Delhi Capitals,Mitchell Marsh,1.7,13,2
27,2018,Delhi Capitals,Ishant Sharma,3.0,20,0
27,2018,Delhi Capitals,Rahul Sinha,3.0,30,0
27,2018,Delhi Capitals,Siddharth Iyer,1.5,19,2
28,2018,Chennai Super Kings,Ravindra Jadeja,3.0,26,0
28,2018,Chennai Super Kings,Deepak Chahar,2.0,14,0
28,2018,Chennai Super Kings,Shivam Dube,4.0,36,1
28,2018,Chennai Super Kings,Matheesha Pathirana,2.0,14,0
28,2018,Chennai Super Kings,Moeen Ali,3.2,21,0
28,2018,Chennai Super Kings,Sanjay Chauhan,4.0,25,1
28,2018,Lucknow Super Giants,Mayank Yadav,4.0,36,0
28,2018,Lucknow Super Giants,Ravi Bishnoi,3.0,28,0
28,2018,Lucknow Super Giants,Marcus Stoinis,4.0,31,0
28,2018,Lucknow Super Giants,Mohsin Khan,3.0,19,0
28,2018,Lucknow Super Giants,Nikhil Ghosh,3.0,28,1
28,2018,Lucknow Super Giants,Nikhil Reddy,2.7,28,0
29,2018,Punjab Kings,Arshdeep Singh,4.0,24,1
29,2018,Punjab Kings,Liam Livingstone,3.0,28,1
29,2018,Punjab Kings,Sam Curran,2.0,13,0
29,2018,Punjab Kings,Kagiso Rabada,3.0,17,1
29,2018,Punjab Kings,Ajay Verma,2.0,19,0
29,2018,Punjab Kings,Dev Krishnan,4.0,29,0
29,2018,Sunrisers Hyderabad,Pat Cummins,4.0,27,0
29,2018,Sunrisers Hyderabad,Bhuvneshwar Kumar,2.0,17,0
29,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,3.0,23,0
29,2018,Sunrisers Hyderabad,T Natarajan,2.0,21,1
29,2018,Sunrisers Hyderabad,Aman Pillai,2.0,13,3
29,2018,Sunrisers Hyderabad,Karthik Kulkarni,2.0,13,0
30,2018,Royal Challengers Bengaluru,Glenn Maxwell,1.7,9,2
30,2018,Royal Challengers Bengaluru,Mohammed Siraj,2.0,18,0
30,2018,Royal Challengers Bengaluru,Cameron Green,3.0,19,0
30,2018,Royal Challengers Bengaluru,Yash Dayal,3.0,25,0
30,2018,Royal Challengers Bengaluru,Arjun Suresh,2.0,11,1
30,2018,Royal Challengers Bengaluru,Vikram Bose,2.0,21,1
30,2018,Kolkata Knight Riders,Andre Russell,2.0,20,0
30,2018,Kolkata Knight Riders,Sunil Narine,2.0,15,0
30,2018,Kolkata Knight Riders,Varun Chakravarthy,4.0,32,0
30,2018,Kolkata Knight Riders,Venkatesh Iyer,3.0,20,2
30,2018,Kolkata Knight Riders,Mitchell Starc,3.0,21,2
30,2018,Kolkata Knight Riders,Pranav Chauhan,3.0,14,0
31,2018,Mumbai Indians,Jasprit Bumrah,2.0,11,1
31,2018,Mumbai Indians,Hardik Pandya,4.0,28,0
31,2018,Mumbai Indians,Piyush Chawla,4.0,18,2
31,2018,Mumbai Indians,Aman Verma,4.0,30,0
31,2018,Mumbai Indians,Dev Rao,2.0,19,1
31,2018,Mumbai Indians,Aryan Pillai,3.0,17,2
31,2018,Chennai Super Kings,Ravindra Jadeja,4.0,30,0
31,2018,Chennai Super Kings,Deepak Chahar,4.0,25,0
31,2018,Chennai Super Kings,Shivam Dube,3.0,27,0
31,2018,Chennai Super Kings,Matheesha Pathirana,2.0,15,3
31,2018,Chennai Super Kings,Moeen Ali,2.0,19,0
31,2018,Chennai Super Kings,Sanjay Chauhan,3.0,20,0
32,2018,Punjab Kings,Arshdeep Singh,2.0,19,0
32,2018,Punjab Kings,Liam Livingstone,2.0,14,0
32,2018,Punjab Kings,Sam Curran,2.0,11,1
32,2018,Punjab Kings,Kagiso Rabada,3.0,28,2
32,2018,Punjab Kings,Ajay Verma,2.0,14,0
32,2018,Punjab Kings,Dev Krishnan,3.0,20,1
32,2018,Lucknow Super Giants,Mayank Yadav,4.0,25,0
32,2018,Lucknow Super Giants,Ravi Bishnoi,2.0,15,2
32,2018,Lucknow Super Giants,Marcus Stoinis,3.0,22,0
32,2018,Lucknow Super Giants,Mohsin Khan,3.8,37,3
32,2018,Lucknow Super Giants,Nikhil Ghosh,3.5,39,0
32,2018,Lucknow Super Giants,Nikhil Reddy,4.0,37,0
33,2018,Delhi Capitals,Axar Patel,4.0,38,1
33,2018,Delhi Capitals,Kuldeep Yadav,4.0,18,1
33,2018,Delhi Capitals,Mitchell Marsh,2.0,19,0
33,2018,Delhi Capitals,Ishant Sharma,2.7,18,3
33,2018,Delhi Capitals,Rahul Sinha,2.0,13,0
33,2018,Delhi Capitals,Siddharth Iyer,3.0,21,0
33,2018,Rajasthan Royals,Riyan Parag,2.0,17,0
33,2018,Rajasthan Royals,Yuzvendra Chahal,2.0,20,0
33,2018,Rajasthan Royals,Trent Boult,4.0,34,0
33,2018,Rajasthan Royals,Gaurav Dubey,2.0,10,0
33,2018,Rajasthan Royals,Ajay Dubey,2.0,15,3
33,2018,Rajasthan Royals,Karan Joshi,3.0,33,0
34,2018,Mumbai Indians,Jasprit Bumrah,2.0,16,0
34,2018,Mumbai Indians,Hardik Pandya,2.0,18,2
34,2018,Mumbai Indians,Piyush Chawla,3.0,19,0
34,2018,Mumbai Indians,Aman Verma,4.0,27,0
34,2018,Mumbai Indians,Dev Rao,3.0,25,3
34,2018,Mumbai Indians,Aryan Pillai,3.0,24,1
34,2018,Gujarat Titans,Rashid Khan,3.0,28,1
34,2018,Gujarat Titans,Mohammed Shami,2.0,17,0
34,2018,Gujarat Titans,Rahul Tewatia,2.0,12,1
34,2018,Gujarat Titans,Gerald Coetzee,1.9,10,1
34,2018,Gujarat Titans,Rahul Desai,3.0,26,0
34,2018,Gujarat Titans,Rahul Mishra,2.0,9,0
35,2018,Royal Challengers Bengaluru,Glenn Maxwell,3.0,24,0
35,2018,Royal Challengers Bengaluru,Mohammed Siraj,4.0,28,1
35,2018,Royal Challengers Bengaluru,Cameron Green,2.0,13,2
35,2018,Royal Challengers Bengaluru,Yash Dayal,3.0,21,2
35,2018,Royal Challengers Bengaluru,Arjun Suresh,3.0,14,1
35,2018,Royal Challengers Bengaluru,Vikram Bose,4.0,34,0
35,2018,Sunrisers Hyderabad,Pat Cummins,4.0,32,0
35,2018,Sunrisers Hyderabad,Bhuvneshwar Kumar,3.0,19,2
35,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,2.0,18,0
35,2018,Sunrisers Hyderabad,T Natarajan,3.2,24,0
35,2018,Sunrisers Hyderabad,Aman Pillai,3.6,24,2
35,2018,Sunrisers Hyderabad,Karthik Kulkarni,4.0,26,0
36,2018,Sunrisers Hyderabad,Pat Cummins,3.0,20,1
36,2018,Sunrisers Hyderabad,Bhuvneshwar Kumar,3.0,23,2
36,2018,Sunrisers Hyderabad,Nitish Kumar Reddy,4.0,33,0
36,2018,Sunrisers Hyderabad,T Natarajan,3.0,13,0
36,2018,Sunrisers Hyderabad,Aman Pillai,4.0,39,0
36,2018,Sunrisers Hyderabad,Karthik Kulkarni,2.0,10,2
